Cliente,Fecha
cliente_20432,2025-07-30
cliente_34072,2025-07-30
cliente_46282,2025-07-30
cliente_82285,2025-07-30
cliente_23466,2025-07-30
cliente_5651,2025-07-30
cliente_10519,2025-07-30
cliente_39815,2025-07-30
cliente_28414,2025-07-30
cliente_29485,2025-07-30
cliente_44308,2025-07-30
cliente_33321,2025-07-30
cliente_34472,2025-07-30
cliente_9195,2025-07-30
cliente_10300,2025-07-30
cliente_22226,2025-07-30
cliente_83219,2025-07-30
cliente_52566,2025-07-30
cliente_50576,2025-07-30
cliente_59079,2025-07-30
cliente_57161,2025-07-30
cliente_60387,2025-07-30
cliente_42115,2025-07-30
cliente_16306,2025-07-30
cliente_38980,2025-07-30
cliente_43705,2025-07-30
cliente_19017,2025-07-30
cliente_24453,2025-07-30
cliente_24820,2025-07-30
cliente_71502,2025-07-30
cliente_68983,2025-07-30
cliente_83542,2025-07-30
cliente_32835,2025-07-30
cliente_83471,2025-07-30
cliente_79839,2025-07-30
cliente_28404,2025-07-30
cliente_19079,2025-07-30
cliente_22208,2025-07-30
cliente_80933,2025-07-30
cliente_860,2025-07-30
cliente_59395,2025-07-30
cliente_2340,2025-07-30
cliente_23316,2025-07-30
cliente_22966,2025-07-30
cliente_38961,2025-07-30
cliente_53403,2025-07-30
cliente_53563,2025-07-30
cliente_18448,2025-07-30
cliente_84385,2025-07-30
cliente_59254,2025-07-30
cliente_67751,2025-07-30
cliente_72228,2025-07-30
cliente_27806,2025-07-30
cliente_33337,2025-07-30
cliente_57456,2025-07-30
cliente_63025,2025-07-30
cliente_12915,2025-07-30
cliente_25355,2025-07-30
cliente_8728,2025-07-30
cliente_17208,2025-07-30
cliente_29065,2025-07-30
cliente_35355,2025-07-30
cliente_29881,2025-07-30
cliente_38799,2025-07-30
cliente_32431,2025-07-30
cliente_45428,2025-07-30
cliente_36070,2025-07-30
cliente_73081,2025-07-30
cliente_6741,2025-07-30
cliente_55927,2025-07-30
cliente_24767,2025-07-30
cliente_68313,2025-07-30
cliente_15057,2025-07-30
cliente_65555,2025-07-30
cliente_71614,2025-07-30
cliente_72033,2025-07-30
cliente_79985,2025-07-30
cliente_61207,2025-07-30
cliente_8058,2025-07-30
cliente_75271,2025-07-30
cliente_68996,2025-07-30
cliente_14415,2025-07-30
cliente_43261,2025-07-30
cliente_80942,2025-07-30
cliente_86185,2025-07-30
cliente_32636,2025-07-30
cliente_24450,2025-07-30
cliente_45970,2025-07-30
cliente_38009,2025-07-30
cliente_51267,2025-07-30
cliente_59032,2025-07-30
cliente_13592,2025-07-30
cliente_52563,2025-07-30
cliente_31000,2025-07-30
cliente_39676,2025-07-30
cliente_26687,2025-07-30
cliente_28889,2025-07-30
cliente_43812,2025-07-30
cliente_38611,2025-07-30
cliente_81747,2025-07-30
cliente_9490,2025-07-30
cliente_55444,2025-07-30
cliente_70392,2025-07-30
cliente_43363,2025-07-30
cliente_73501,2025-07-30
cliente_67744,2025-07-30
cliente_1247,2025-07-30
cliente_73614,2025-07-30
cliente_32419,2025-07-30
cliente_44841,2025-07-30
cliente_44018,2025-07-30
cliente_71165,2025-07-30
cliente_72702,2025-07-30
cliente_42306,2025-07-30
cliente_7901,2025-07-30
cliente_33647,2025-07-30
cliente_85102,2025-07-30
cliente_62521,2025-07-30
cliente_18974,2025-07-30
cliente_61311,2025-07-30
cliente_40990,2025-07-30
cliente_47497,2025-07-30
cliente_33593,2025-07-30
cliente_17372,2025-07-30
cliente_4525,2025-07-30
cliente_61809,2025-07-30
cliente_4281,2025-07-30
cliente_86055,2025-07-30
cliente_5164,2025-07-30
cliente_31154,2025-07-30
cliente_6664,2025-07-30
cliente_52006,2025-07-30
cliente_31457,2025-07-30
cliente_8255,2025-07-30
cliente_27490,2025-07-30
cliente_22794,2025-07-30
cliente_1215,2025-07-30
cliente_40288,2025-07-30
cliente_26582,2025-07-30
cliente_16471,2025-07-30
cliente_13917,2025-07-30
cliente_2249,2025-07-30
cliente_3507,2025-07-30
cliente_44558,2025-07-30
cliente_20733,2025-07-30
cliente_43481,2025-07-30
cliente_47364,2025-07-30
cliente_49812,2025-07-30
cliente_53779,2025-07-30
cliente_27117,2025-07-30
cliente_30126,2025-07-30
cliente_65525,2025-07-30
cliente_46799,2025-07-30
cliente_60256,2025-07-30
cliente_26824,2025-07-30
cliente_61847,2025-07-30
cliente_53049,2025-07-30
cliente_30637,2025-07-30
cliente_59530,2025-07-30
cliente_371,2025-07-30
cliente_69418,2025-07-30
cliente_76100,2025-07-30
cliente_17500,2025-07-30
cliente_13004,2025-07-30
cliente_29666,2025-07-30
cliente_48190,2025-07-30
cliente_83282,2025-07-30
cliente_43130,2025-07-30
cliente_67533,2025-07-30
cliente_20676,2025-07-30
cliente_60931,2025-07-30
cliente_61574,2025-07-30
cliente_46350,2025-07-30
cliente_25779,2025-07-30
cliente_47919,2025-07-30
cliente_47734,2025-07-30
cliente_55828,2025-07-30
cliente_39278,2025-07-30
cliente_45064,2025-07-30
cliente_33318,2025-07-30
cliente_29695,2025-07-30
cliente_49907,2025-07-30
cliente_70999,2025-07-30
cliente_21497,2025-07-30
cliente_19594,2025-07-30
cliente_10692,2025-07-30
cliente_54777,2025-07-30
cliente_43695,2025-07-30
cliente_51765,2025-07-30
cliente_27,2025-07-30
cliente_53562,2025-07-30
cliente_15186,2025-07-30
cliente_50109,2025-07-30
cliente_6296,2025-07-30
cliente_2404,2025-07-30
cliente_42573,2025-07-30
cliente_43899,2025-07-30
cliente_51615,2025-07-30
cliente_26249,2025-07-30
cliente_66212,2025-07-30
cliente_63233,2025-07-30
cliente_11417,2025-07-30
cliente_57732,2025-07-30
cliente_10028,2025-07-30
cliente_53068,2025-07-30
cliente_20302,2025-07-30
cliente_72745,2025-07-30
cliente_44149,2025-07-30
cliente_16234,2025-07-30
cliente_53941,2025-07-30
cliente_62432,2025-07-30
cliente_8194,2025-07-30
cliente_38408,2025-07-30
cliente_51108,2025-07-30
cliente_71149,2025-07-30
cliente_83723,2025-07-30
cliente_52898,2025-07-30
cliente_73212,2025-07-30
cliente_77995,2025-07-30
cliente_85383,2025-07-30
cliente_16173,2025-07-30
cliente_38827,2025-07-30
cliente_16980,2025-07-30
cliente_29248,2025-07-30
cliente_38875,2025-07-30
cliente_34408,2025-07-30
cliente_23311,2025-07-30
cliente_41719,2025-07-30
cliente_33327,2025-07-30
cliente_34138,2025-07-30
cliente_61885,2025-07-30
cliente_76733,2025-07-30
cliente_53542,2025-07-30
cliente_44587,2025-07-30
cliente_57158,2025-07-30
cliente_41856,2025-07-30
cliente_13262,2025-07-30
cliente_280,2025-07-30
cliente_639,2025-07-30
cliente_72935,2025-07-30
cliente_80420,2025-07-30
cliente_84202,2025-07-30
cliente_76473,2025-07-30
cliente_26824,2025-07-30
cliente_20087,2025-07-30
cliente_27206,2025-07-30
cliente_81416,2025-07-30
cliente_14323,2025-07-30
cliente_39445,2025-07-30
cliente_66625,2025-07-30
cliente_50675,2025-07-30
cliente_53558,2025-07-30
cliente_26706,2025-07-30
cliente_84531,2025-07-30
cliente_6111,2025-07-30
cliente_37288,2025-07-30
cliente_34514,2025-07-30
cliente_84989,2025-07-30
cliente_37774,2025-07-30
cliente_83639,2025-07-30
cliente_17160,2025-07-30
cliente_33158,2025-07-30
cliente_78089,2025-07-30
cliente_66111,2025-07-30
cliente_22189,2025-07-30
cliente_38957,2025-07-30
cliente_72688,2025-07-30
cliente_37138,2025-07-30
cliente_66818,2025-07-30
cliente_34668,2025-07-30
cliente_13675,2025-07-30
cliente_10462,2025-07-30
cliente_10082,2025-07-30
cliente_58885,2025-07-30
cliente_64241,2025-07-30
cliente_77071,2025-07-30
cliente_59010,2025-07-30
cliente_40737,2025-07-30
cliente_44779,2025-07-30
cliente_28355,2025-07-30
cliente_8273,2025-07-30
cliente_37108,2025-07-30
cliente_59679,2025-07-30
cliente_48198,2025-07-30
cliente_45984,2025-07-30
cliente_70768,2025-07-30
cliente_24748,2025-07-30
cliente_1061,2025-07-30
cliente_80852,2025-07-30
cliente_52051,2025-07-30
cliente_80922,2025-07-30
cliente_26835,2025-07-30
cliente_19639,2025-07-30
cliente_63295,2025-07-30
cliente_20805,2025-07-30
cliente_48081,2025-07-30
cliente_79841,2025-07-30
cliente_15463,2025-07-30
cliente_79456,2025-07-30
cliente_13999,2025-07-30
cliente_37610,2025-07-30
cliente_2768,2025-07-30
cliente_65661,2025-07-30
cliente_7808,2025-07-30
cliente_53181,2025-07-30
cliente_73917,2025-07-30
cliente_57643,2025-07-30
cliente_59275,2025-07-30
cliente_68677,2025-07-30
cliente_29029,2025-07-30
cliente_50092,2025-07-30
cliente_50388,2025-07-30
cliente_56289,2025-07-30
cliente_28990,2025-07-30
cliente_16980,2025-07-30
cliente_2132,2025-07-30
cliente_15116,2025-07-30
cliente_37047,2025-07-30
cliente_31601,2025-07-30
cliente_85683,2025-07-30
cliente_40838,2025-07-30
cliente_11329,2025-07-30
cliente_40995,2025-07-30
cliente_68256,2025-07-30
cliente_11297,2025-07-30
cliente_49242,2025-07-30
cliente_80396,2025-07-30
cliente_53701,2025-07-30
cliente_62720,2025-07-30
cliente_35114,2025-07-30
cliente_27095,2025-07-30
cliente_46808,2025-07-30
cliente_80878,2025-07-30
cliente_27966,2025-07-30
cliente_17125,2025-07-30
cliente_6441,2025-07-30
cliente_82981,2025-07-30
cliente_72870,2025-07-30
cliente_956,2025-07-30
cliente_8684,2025-07-30
cliente_20053,2025-07-30
cliente_6861,2025-07-30
cliente_3827,2025-07-30
cliente_54058,2025-07-30
cliente_73855,2025-07-30
cliente_15067,2025-07-30
cliente_21936,2025-07-30
cliente_58335,2025-07-30
cliente_46675,2025-07-30
cliente_28165,2025-07-30
cliente_83932,2025-07-30
cliente_18073,2025-07-30
cliente_78103,2025-07-30
cliente_28501,2025-07-30
cliente_2311,2025-07-30
cliente_59484,2025-07-30
cliente_14795,2025-07-30
cliente_17450,2025-07-30
cliente_56126,2025-07-30
cliente_24124,2025-07-30
cliente_10770,2025-07-30
cliente_25584,2025-07-30
cliente_68035,2025-07-30
cliente_10817,2025-07-30
cliente_48419,2025-07-30
cliente_46004,2025-07-30
cliente_42433,2025-07-30
cliente_46026,2025-07-30
cliente_43427,2025-07-30
cliente_23197,2025-07-30
cliente_81983,2025-07-30
cliente_53315,2025-07-30
cliente_75835,2025-07-30
cliente_23751,2025-07-30
cliente_10458,2025-07-30
cliente_74615,2025-07-30
cliente_79378,2025-07-30
cliente_19104,2025-07-30
cliente_17411,2025-07-30
cliente_68312,2025-07-30
cliente_17706,2025-07-30
cliente_21614,2025-07-30
cliente_67199,2025-07-30
cliente_480,2025-07-30
cliente_12356,2025-07-30
cliente_84523,2025-07-30
cliente_85874,2025-07-30
cliente_84609,2025-07-30
cliente_61349,2025-07-30
cliente_11235,2025-07-30
cliente_16155,2025-07-30
cliente_56752,2025-07-30
cliente_78362,2025-07-30
cliente_78661,2025-07-30
cliente_3702,2025-07-30
cliente_14843,2025-07-30
cliente_4932,2025-07-30
cliente_62818,2025-07-30
cliente_29762,2025-07-30
cliente_24254,2025-07-30
cliente_84384,2025-07-30
cliente_37548,2025-07-30
cliente_6959,2025-07-30
cliente_58313,2025-07-30
cliente_74753,2025-07-30
cliente_26991,2025-07-30
cliente_35417,2025-07-30
cliente_46676,2025-07-30
cliente_20859,2025-07-30
cliente_50636,2025-07-30
cliente_27620,2025-07-30
cliente_25627,2025-07-30
cliente_45639,2025-07-30
cliente_79545,2025-07-30
cliente_60304,2025-07-30
cliente_60332,2025-07-30
cliente_68047,2025-07-30
cliente_64971,2025-07-30
cliente_83736,2025-07-30
cliente_23895,2025-07-30
cliente_63587,2025-07-30
cliente_59880,2025-07-30
cliente_22013,2025-07-30
cliente_11084,2025-07-30
cliente_20471,2025-07-30
cliente_8102,2025-07-30
cliente_6168,2025-07-30
cliente_47971,2025-07-30
cliente_27964,2025-07-30
cliente_5252,2025-07-30
cliente_14278,2025-07-30
cliente_74411,2025-07-30
cliente_47752,2025-07-30
cliente_45739,2025-07-30
cliente_24558,2025-07-30
cliente_78745,2025-07-30
cliente_23485,2025-07-30
cliente_6618,2025-07-30
cliente_19495,2025-07-30
cliente_58236,2025-07-30
cliente_15197,2025-07-30
cliente_9462,2025-07-30
cliente_283,2025-07-30
cliente_5442,2025-07-30
cliente_50977,2025-07-30
cliente_31543,2025-07-30
cliente_42883,2025-07-30
cliente_36656,2025-07-30
cliente_75743,2025-07-30
cliente_33796,2025-07-30
cliente_83169,2025-07-30
cliente_15041,2025-07-30
cliente_50072,2025-07-30
cliente_44172,2025-07-30
cliente_41346,2025-07-30
cliente_63372,2025-07-30
cliente_12020,2025-07-30
cliente_45509,2025-07-30
cliente_19666,2025-07-30
cliente_60453,2025-07-30
cliente_9924,2025-07-30
cliente_21298,2025-07-30
cliente_59090,2025-07-30
cliente_15684,2025-07-30
cliente_4031,2025-07-30
cliente_27977,2025-07-30
cliente_19057,2025-07-30
cliente_7722,2025-07-30
cliente_48945,2025-07-30
cliente_48832,2025-07-30
cliente_45573,2025-07-30
cliente_67000,2025-07-30
cliente_58007,2025-07-30
cliente_68923,2025-07-30
cliente_85279,2025-07-30
cliente_41827,2025-07-30
cliente_48220,2025-07-30
cliente_14205,2025-07-30
cliente_18650,2025-07-30
cliente_42660,2025-07-30
cliente_6107,2025-07-30
cliente_46195,2025-07-30
cliente_9884,2025-07-30
cliente_14080,2025-07-30
cliente_48156,2025-07-30
cliente_47132,2025-07-30
cliente_8394,2025-07-30
cliente_77607,2025-07-30
cliente_83533,2025-07-30
cliente_39426,2025-07-30
cliente_69531,2025-07-30
cliente_37319,2025-07-30
cliente_25904,2025-07-30
cliente_59869,2025-07-30
cliente_46901,2025-07-30
cliente_46720,2025-07-30
cliente_68383,2025-07-30
cliente_22475,2025-07-30
cliente_43098,2025-07-30
cliente_66325,2025-07-30
cliente_84581,2025-07-30
cliente_50429,2025-07-30
cliente_54671,2025-07-30
cliente_63004,2025-07-30
cliente_94,2025-07-30
cliente_45311,2025-07-30
cliente_68403,2025-07-30
cliente_14202,2025-07-30
cliente_85477,2025-07-30
cliente_4255,2025-07-30
cliente_57169,2025-07-30
cliente_82397,2025-07-30
cliente_61116,2025-07-30
cliente_72823,2025-07-30
cliente_31613,2025-07-30
cliente_85429,2025-07-30
cliente_42472,2025-07-30
cliente_11894,2025-07-30
cliente_2276,2025-07-30
cliente_21406,2025-07-30
cliente_77076,2025-07-30
cliente_2460,2025-07-30
cliente_66303,2025-07-30
cliente_18135,2025-07-30
cliente_73765,2025-07-30
cliente_30978,2025-07-30
cliente_17077,2025-07-30
cliente_49440,2025-07-30
cliente_81714,2025-07-30
cliente_8107,2025-07-30
cliente_82491,2025-07-30
cliente_85440,2025-07-30
cliente_43289,2025-07-30
cliente_81321,2025-07-30
cliente_11706,2025-07-30
cliente_73784,2025-07-30
cliente_37364,2025-07-30
cliente_74606,2025-07-30
cliente_41514,2025-07-30
cliente_23690,2025-07-30
cliente_80123,2025-07-30
cliente_83504,2025-07-30
cliente_19954,2025-07-30
cliente_48566,2025-07-30
cliente_8155,2025-07-30
cliente_59315,2025-07-30
cliente_41811,2025-07-30
cliente_31800,2025-07-30
cliente_76308,2025-07-30
cliente_23492,2025-07-30
cliente_3760,2025-07-30
cliente_67070,2025-07-30
cliente_74788,2025-07-30
cliente_12327,2025-07-30
cliente_76354,2025-07-30
cliente_65703,2025-07-30
cliente_37230,2025-07-30
cliente_38580,2025-07-30
cliente_2468,2025-07-30
cliente_69257,2025-07-30
cliente_42126,2025-07-30
cliente_20085,2025-07-30
cliente_49397,2025-07-30
cliente_8514,2025-07-30
cliente_43296,2025-07-30
cliente_41092,2025-07-30
cliente_34188,2025-07-30
cliente_34278,2025-07-30
cliente_65278,2025-07-30
cliente_10455,2025-07-30
cliente_16552,2025-07-30
cliente_34921,2025-07-30
cliente_40371,2025-07-30
cliente_75270,2025-07-30
cliente_15835,2025-07-30
cliente_61503,2025-07-30
cliente_27875,2025-07-30
cliente_70791,2025-07-30
cliente_81373,2025-07-30
cliente_39642,2025-07-30
cliente_84795,2025-07-30
cliente_66217,2025-07-30
cliente_16200,2025-07-30
cliente_446,2025-07-30
cliente_36264,2025-07-30
cliente_79221,2025-07-30
cliente_83042,2025-07-30
cliente_14665,2025-07-30
cliente_17059,2025-07-30
cliente_62208,2025-07-30
cliente_30440,2025-07-30
cliente_74095,2025-07-30
cliente_33132,2025-07-30
cliente_5938,2025-07-30
cliente_10565,2025-07-30
cliente_48924,2025-07-31
cliente_39060,2025-07-31
cliente_77331,2025-07-31
cliente_82221,2025-07-31
cliente_52977,2025-07-31
cliente_85035,2025-07-31
cliente_62401,2025-07-31
cliente_85843,2025-07-31
cliente_71732,2025-07-31
cliente_73035,2025-07-31
cliente_5709,2025-07-31
cliente_32069,2025-07-31
cliente_70226,2025-07-31
cliente_59074,2025-07-31
cliente_66428,2025-07-31
cliente_84888,2025-07-31
cliente_11612,2025-07-31
cliente_61932,2025-07-31
cliente_33927,2025-07-31
cliente_2604,2025-07-31
cliente_77223,2025-07-31
cliente_69776,2025-07-31
cliente_41504,2025-07-31
cliente_45573,2025-07-31
cliente_4369,2025-07-31
cliente_35810,2025-07-31
cliente_76977,2025-07-31
cliente_52755,2025-07-31
cliente_16024,2025-07-31
cliente_64252,2025-07-31
cliente_47944,2025-07-31
cliente_72327,2025-07-31
cliente_85058,2025-07-31
cliente_60939,2025-07-31
cliente_80632,2025-07-31
cliente_6567,2025-07-31
cliente_62215,2025-07-31
cliente_56294,2025-07-31
cliente_81885,2025-07-31
cliente_28830,2025-07-31
cliente_63740,2025-07-31
cliente_47376,2025-07-31
cliente_66176,2025-07-31
cliente_15572,2025-07-31
cliente_52250,2025-07-31
cliente_602,2025-07-31
cliente_45625,2025-07-31
cliente_18336,2025-07-31
cliente_79855,2025-07-31
cliente_15569,2025-07-31
cliente_6332,2025-07-31
cliente_20707,2025-07-31
cliente_13038,2025-07-31
cliente_81646,2025-07-31
cliente_84587,2025-07-31
cliente_41150,2025-07-31
cliente_65065,2025-07-31
cliente_22796,2025-07-31
cliente_47404,2025-07-31
cliente_20168,2025-07-31
cliente_83642,2025-07-31
cliente_36381,2025-07-31
cliente_83575,2025-07-31
cliente_75116,2025-07-31
cliente_6294,2025-07-31
cliente_14244,2025-07-31
cliente_68517,2025-07-31
cliente_66342,2025-07-31
cliente_3564,2025-07-31
cliente_28796,2025-07-31
cliente_79814,2025-07-31
cliente_27077,2025-07-31
cliente_74859,2025-07-31
cliente_16460,2025-07-31
cliente_2633,2025-07-31
cliente_45926,2025-07-31
cliente_42934,2025-07-31
cliente_35675,2025-07-31
cliente_2449,2025-07-31
cliente_77632,2025-07-31
cliente_85654,2025-07-31
cliente_54737,2025-07-31
cliente_42594,2025-07-31
cliente_69229,2025-07-31
cliente_23403,2025-07-31
cliente_57393,2025-07-31
cliente_81384,2025-07-31
cliente_58465,2025-07-31
cliente_62221,2025-07-31
cliente_37915,2025-07-31
cliente_51268,2025-07-31
cliente_36504,2025-07-31
cliente_66323,2025-07-31
cliente_72093,2025-07-31
cliente_42815,2025-07-31
cliente_2504,2025-07-31
cliente_58615,2025-07-31
cliente_26712,2025-07-31
cliente_60415,2025-07-31
cliente_83962,2025-07-31
cliente_60795,2025-07-31
cliente_32892,2025-07-31
cliente_53133,2025-07-31
cliente_25771,2025-07-31
cliente_37450,2025-07-31
cliente_67296,2025-07-31
cliente_59016,2025-07-31
cliente_76993,2025-07-31
cliente_16883,2025-07-31
cliente_66849,2025-07-31
cliente_38943,2025-07-31
cliente_37176,2025-07-31
cliente_26139,2025-07-31
cliente_42134,2025-07-31
cliente_45374,2025-07-31
cliente_46126,2025-07-31
cliente_68647,2025-07-31
cliente_29398,2025-07-31
cliente_3486,2025-07-31
cliente_26623,2025-07-31
cliente_85560,2025-07-31
cliente_64073,2025-07-31
cliente_43627,2025-07-31
cliente_56938,2025-07-31
cliente_76434,2025-07-31
cliente_67260,2025-07-31
cliente_38767,2025-07-31
cliente_49461,2025-07-31
cliente_41271,2025-07-31
cliente_8488,2025-07-31
cliente_14670,2025-07-31
cliente_46565,2025-07-31
cliente_20942,2025-07-31
cliente_80289,2025-07-31
cliente_69539,2025-07-31
cliente_35300,2025-07-31
cliente_45856,2025-07-31
cliente_82187,2025-07-31
cliente_58184,2025-07-31
cliente_1121,2025-07-31
cliente_61625,2025-07-31
cliente_74246,2025-07-31
cliente_31579,2025-07-31
cliente_25827,2025-07-31
cliente_59850,2025-07-31
cliente_53394,2025-07-31
cliente_77455,2025-07-31
cliente_40027,2025-07-31
cliente_67834,2025-07-31
cliente_4799,2025-07-31
cliente_60096,2025-07-31
cliente_60928,2025-07-31
cliente_53449,2025-07-31
cliente_56993,2025-07-31
cliente_3614,2025-07-31
cliente_20691,2025-07-31
cliente_25754,2025-07-31
cliente_34253,2025-07-31
cliente_73195,2025-07-31
cliente_17787,2025-07-31
cliente_43786,2025-07-31
cliente_78005,2025-07-31
cliente_38419,2025-07-31
cliente_28934,2025-07-31
cliente_75025,2025-07-31
cliente_40507,2025-07-31
cliente_21241,2025-07-31
cliente_72576,2025-07-31
cliente_82268,2025-07-31
cliente_27755,2025-07-31
cliente_71708,2025-07-31
cliente_29233,2025-07-31
cliente_15801,2025-07-31
cliente_15028,2025-07-31
cliente_47057,2025-07-31
cliente_77396,2025-07-31
cliente_39117,2025-07-31
cliente_58996,2025-07-31
cliente_45838,2025-07-31
cliente_61711,2025-07-31
cliente_69155,2025-07-31
cliente_28,2025-07-31
cliente_46383,2025-07-31
cliente_55879,2025-07-31
cliente_37323,2025-07-31
cliente_49413,2025-07-31
cliente_20671,2025-07-31
cliente_12261,2025-07-31
cliente_49585,2025-07-31
cliente_59990,2025-07-31
cliente_32376,2025-07-31
cliente_59125,2025-07-31
cliente_7117,2025-07-31
cliente_85966,2025-07-31
cliente_32799,2025-07-31
cliente_82222,2025-07-31
cliente_52876,2025-07-31
cliente_28342,2025-07-31
cliente_45024,2025-07-31
cliente_7067,2025-07-31
cliente_39674,2025-07-31
cliente_16816,2025-07-31
cliente_31597,2025-07-31
cliente_22584,2025-07-31
cliente_51322,2025-07-31
cliente_1024,2025-07-31
cliente_3042,2025-07-31
cliente_74810,2025-07-31
cliente_21990,2025-07-31
cliente_34501,2025-07-31
cliente_4319,2025-07-31
cliente_5913,2025-07-31
cliente_42648,2025-07-31
cliente_35426,2025-07-31
cliente_25916,2025-07-31
cliente_50461,2025-07-31
cliente_17231,2025-07-31
cliente_4850,2025-07-31
cliente_46524,2025-07-31
cliente_31145,2025-07-31
cliente_74833,2025-07-31
cliente_72972,2025-07-31
cliente_37468,2025-07-31
cliente_14038,2025-07-31
cliente_34305,2025-07-31
cliente_83541,2025-07-31
cliente_45611,2025-07-31
cliente_12475,2025-07-31
cliente_14033,2025-07-31
cliente_2395,2025-07-31
cliente_73297,2025-07-31
cliente_35849,2025-07-31
cliente_78166,2025-07-31
cliente_85835,2025-07-31
cliente_83011,2025-07-31
cliente_63713,2025-07-31
cliente_61579,2025-07-31
cliente_23707,2025-07-31
cliente_41000,2025-07-31
cliente_14293,2025-07-31
cliente_13648,2025-07-31
cliente_61765,2025-07-31
cliente_54467,2025-07-31
cliente_70966,2025-07-31
cliente_45642,2025-07-31
cliente_83264,2025-07-31
cliente_40890,2025-07-31
cliente_67848,2025-07-31
cliente_37171,2025-07-31
cliente_49727,2025-07-31
cliente_62419,2025-07-31
cliente_47724,2025-07-31
cliente_66992,2025-07-31
cliente_15234,2025-07-31
cliente_35415,2025-07-31
cliente_29892,2025-07-31
cliente_28398,2025-07-31
cliente_44409,2025-07-31
cliente_54032,2025-07-31
cliente_3669,2025-07-31
cliente_16911,2025-07-31
cliente_9961,2025-07-31
cliente_3918,2025-07-31
cliente_65170,2025-07-31
cliente_8227,2025-07-31
cliente_17880,2025-07-31
cliente_69366,2025-07-31
cliente_19994,2025-07-31
cliente_36720,2025-07-31
cliente_50076,2025-07-31
cliente_75132,2025-07-31
cliente_22669,2025-07-31
cliente_46476,2025-07-31
cliente_75173,2025-07-31
cliente_73895,2025-07-31
cliente_74406,2025-07-31
cliente_56308,2025-07-31
cliente_29965,2025-07-31
cliente_35388,2025-07-31
cliente_41729,2025-07-31
cliente_50249,2025-07-31
cliente_49365,2025-07-31
cliente_42575,2025-07-31
cliente_57016,2025-07-31
cliente_80945,2025-07-31
cliente_35635,2025-07-31
cliente_72361,2025-07-31
cliente_55872,2025-07-31
cliente_39452,2025-07-31
cliente_10817,2025-07-31
cliente_49060,2025-07-31
cliente_122,2025-07-31
cliente_379,2025-07-31
cliente_54532,2025-07-31
cliente_39369,2025-07-31
cliente_39133,2025-07-31
cliente_65083,2025-07-31
cliente_77997,2025-07-31
cliente_74080,2025-07-31
cliente_21680,2025-07-31
cliente_3438,2025-07-31
cliente_55769,2025-07-31
cliente_75038,2025-07-31
cliente_33302,2025-07-31
cliente_44807,2025-07-31
cliente_24553,2025-07-31
cliente_22150,2025-07-31
cliente_51006,2025-07-31
cliente_50805,2025-07-31
cliente_36254,2025-07-31
cliente_10650,2025-07-31
cliente_16640,2025-07-31
cliente_72108,2025-07-31
cliente_16359,2025-07-31
cliente_11303,2025-07-31
cliente_53009,2025-07-31
cliente_45333,2025-07-31
cliente_10104,2025-07-31
cliente_82286,2025-07-31
cliente_3042,2025-07-31
cliente_9842,2025-07-31
cliente_66590,2025-07-31
cliente_2925,2025-07-31
cliente_34102,2025-07-31
cliente_56879,2025-07-31
cliente_19070,2025-07-31
cliente_21022,2025-07-31
cliente_28397,2025-07-31
cliente_52248,2025-07-31
cliente_420,2025-07-31
cliente_5930,2025-07-31
cliente_58274,2025-07-31
cliente_75499,2025-07-31
cliente_53008,2025-07-31
cliente_45972,2025-07-31
cliente_2349,2025-07-31
cliente_4285,2025-07-31
cliente_75648,2025-07-31
cliente_52918,2025-07-31
cliente_31124,2025-07-31
cliente_42584,2025-07-31
cliente_75978,2025-07-31
cliente_61576,2025-07-31
cliente_28178,2025-07-31
cliente_14026,2025-07-31
cliente_3460,2025-07-31
cliente_70380,2025-07-31
cliente_23177,2025-07-31
cliente_10085,2025-07-31
cliente_25085,2025-07-31
cliente_31535,2025-07-31
cliente_27436,2025-07-31
cliente_33117,2025-07-31
cliente_41655,2025-07-31
cliente_66566,2025-07-31
cliente_5254,2025-07-31
cliente_47530,2025-07-31
cliente_51658,2025-07-31
cliente_30011,2025-07-31
cliente_84074,2025-07-31
cliente_77896,2025-07-31
cliente_64767,2025-07-31
cliente_70195,2025-07-31
cliente_38664,2025-07-31
cliente_77420,2025-07-31
cliente_40465,2025-07-31
cliente_68273,2025-07-31
cliente_35941,2025-07-31
cliente_19919,2025-07-31
cliente_33332,2025-07-31
cliente_25704,2025-07-31
cliente_28179,2025-07-31
cliente_62152,2025-07-31
cliente_23605,2025-07-31
cliente_20971,2025-07-31
cliente_38918,2025-07-31
cliente_53670,2025-07-31
cliente_36544,2025-07-31
cliente_32807,2025-07-31
cliente_69636,2025-07-31
cliente_51853,2025-07-31
cliente_30925,2025-07-31
cliente_42129,2025-07-31
cliente_73671,2025-07-31
cliente_47881,2025-07-31
cliente_5375,2025-07-31
cliente_45092,2025-07-31
cliente_57323,2025-07-31
cliente_64827,2025-07-31
cliente_23191,2025-07-31
cliente_35175,2025-07-31
cliente_16911,2025-07-31
cliente_12327,2025-07-31
cliente_28597,2025-07-31
cliente_23935,2025-07-31
cliente_24464,2025-07-31
cliente_4330,2025-07-31
cliente_38802,2025-07-31
cliente_33608,2025-07-31
cliente_63982,2025-07-31
cliente_80174,2025-07-31
cliente_81653,2025-07-31
cliente_12322,2025-07-31
cliente_80796,2025-07-31
cliente_26024,2025-07-31
